CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;T.Maxima;T.Minima
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;1;24.0;28.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;2;24.6;28.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;3;22.4;28.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;4;22.6;27.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;5;21.9;27.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;6;20.4;27.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;7;20.5;27.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;8;20.3;26.4
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;9;20.1;27.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;10;20.0;27.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;11;21.9;29.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;12;21.9;26.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;13;20.6;28.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;14;20.4;26.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;15;20.8;26.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;16;21.8;25.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;17;21.4;29.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;18;20.5;26.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;19;20.2;26.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;20;19.8;26.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;21;20.6;26.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;22;21.4;25.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;23;21.8;26.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;24;22.7;27.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;25;21.6;27.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;26;23.5;29.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;27;23.1;30.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;2;28;23.3;28.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;1;23.0;27.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;2;22.7;29.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;3;22.5;28.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;4;21.3;27.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;5;20.8;26.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;6;19.9;26.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;7;20.1;25.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;8;19.7;26.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;9;20.5;26.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;10;20.1;26.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;11;20.5;27.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;12;20.0;27.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;13;20.9;27.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;14;21.3;28.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;15;20.8;27.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;16;21.0;26.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;17;21.4;28.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;2;18;20.5;28.3
