CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;T.Maxima;T.Minima
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;1;16.4;23.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;2;19.3;23.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;3;19.8;23.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;4;17.5;22.4
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;5;18.4;23.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;6;17.7;23.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;7;16.7;23.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;8;16.0;23.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;9;17.2;24.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;10;17.7;24.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;11;16.3;23.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;12;17.5;24.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;13;15.9;23.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;14;17.0;23.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;15;18.9;24.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;16;17.6;24.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;17;19.8;25.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;18;18.1;24.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;19;17.4;24.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;20;17.1;24.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;21;18.3;24.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;22;18.3;25.4
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;23;18.7;26.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;24;19.0;26.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;25;19.7;25.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;26;19.0;26.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;27;20.7;25.4
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;28;20.8;25.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;29;19.2;25.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;30;19.4;25.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2016;12;31;20.4;25.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;1;17.1;21.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;2;18.7;22.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;3;18.8;22.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;4;16.2;21.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;5;17.2;22.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;6;16.4;22.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;7;17.5;22.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;8;17.1;23.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;9;17.5;23.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;10;17.2;22.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;11;16.8;22.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;12;16.6;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;13;16.2;23.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;14;17.8;24.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;15;17.8;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;16;17.9;23.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;17;18.8;24.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;18;16.9;23.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;19;17.1;24.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2016;12;20;18.0;24.2
