CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;SumaDiaria
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;1;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;2;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;3;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;4;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;5;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;6;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;7;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;8;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;9;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;10;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;11;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;12;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;13;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;14;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;15;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;16;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;17;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;18;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;19;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;20;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;21;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;22;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;23;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;24;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;25;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;26;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;27;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;28;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;29;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;6;30;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;1;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;2;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;3;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;4;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;5;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;6;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;7;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;8;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;9;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;10;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;11;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;12;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;13;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;14;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;15;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;16;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;17;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;18;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;19;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;20;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;21;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2018;6;22;0.0
