CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;SumaDiaria
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;01;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;02;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;03;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;04;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;05;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;06;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;07;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;08;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;09;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;10;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;11;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;12;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;13;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;14;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;15;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;16;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;17;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;18;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;19;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;20;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;21;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;22;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;23;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;24;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;25;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;26;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2018;09;27;0.0
