CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;SumaDiaria
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;01;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;02;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;03;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;04;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;05;0.4
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;06;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;07;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;08;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;09;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;10;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;11;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;12;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;13;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;14;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;15;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;16;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;17;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;18;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;19;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;20;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;21;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;22;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;23;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;24;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;25;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;26;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;27;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;28;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;29;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;30;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;01;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;02;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;03;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;04;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;05;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;06;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;07;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;08;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;09;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;10;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;11;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;12;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;13;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;14;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;15;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;16;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;17;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;18;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;19;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;20;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;21;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;22;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;23;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;24;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;25;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;26;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;27;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;28;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;29;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;30;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;01;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;02;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;03;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;04;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;05;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;06;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;07;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;08;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;09;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;10;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;11;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;12;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;13;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;14;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;15;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;16;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;17;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;18;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;19;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;20;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;21;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;22;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;23;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;24;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;25;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;26;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;27;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;28;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;29;0.0
220002;El Loa, Calama Ad.;22&deg 29' 43'' S;2293;2017;09;30;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;01;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;02;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;03;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;04;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;05;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;06;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;07;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;08;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;09;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;10;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;11;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;12;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;13;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;14;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;15;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;16;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;17;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;18;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;19;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;20;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;21;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;22;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;23;0.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 1'' S;113;2017;09;24;0.0
