CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;SumaDiaria
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;01;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;02;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;03;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;04;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;05;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;06;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;07;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;08;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;09;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;10;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;11;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;12;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;13;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;14;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;15;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;16;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;17;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;18;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;19;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;20;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;21;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;22;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;23;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;24;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;25;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;26;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;27;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;28;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;29;0.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2019;04;30;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;01;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;02;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;03;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;04;4.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;05;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;06;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;07;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;08;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;09;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;10;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;11;0.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2019;04;12;0.0
